iter	Logloss
113	0.1124725475
114	0.1121229923
115	0.1115783131
116	0.1111174973
117	0.1104967381
118	0.1101602477
119	0.1093788697
120	0.1086876158
121	0.1081616665
122	0.1078306341
123	0.1069928082
124	0.1061291452
125	0.1054690007
126	0.1045709674
127	0.1039259364
128	0.1031163184
129	0.1027937166
130	0.1019944684
131	0.1014423185
132	0.1008617437
133	0.100238701
134	0.09977674984
135	0.09929835675
136	0.09894376352
137	0.09855815581
138	0.09823965106
139	0.09797590802
140	0.09762110599
141	0.09709234166
142	0.09654602342
143	0.09596869391
144	0.09551443825
145	0.09514474111
146	0.0947521833
147	0.09422230208
148	0.09388085778
149	0.09380113021
150	0.09315564626
151	0.09263273188
152	0.09197663206
153	0.09140449384
154	0.09083068549
155	0.09040393141
156	0.08989661172
157	0.08928248593
158	0.08872074093
159	0.08825054391
160	0.08790197714
161	0.08751893678
162	0.08727678667
163	0.08660629898
164	0.08622248509
165	0.08574512717
166	0.08546873579
167	0.08498216132
168	0.08458189726
169	0.08417127557
170	0.08383137598
171	0.08356803996
172	0.08332631929
173	0.08300518471
174	0.08254248152
175	0.08193419003
176	0.08148858817
177	0.08115706542
178	0.0808041665
179	0.08050735529
180	0.08013306114
181	0.07983595147
182	0.07951981959
183	0.07906307726
184	0.0787064241
185	0.07854770245
186	0.07821639063
187	0.07799575289
188	0.07751999265
189	0.07712099888
190	0.07674172783
191	0.07646011235
192	0.07582600824
193	0.07554072085
194	0.07537882545
195	0.07496769452
196	0.07474833609
197	0.07437129642
198	0.07417706786
199	0.07393189605
200	0.07363364634
201	0.07328995513
202	0.07298259078
203	0.07265303824
204	0.0722093091
205	0.07183811692
206	0.07137610569
207	0.07100878995
208	0.07068125569
209	0.07022905561
210	0.06982314779
211	0.06943828367
212	0.0691747249
213	0.06894282081
214	0.06870069694
215	0.06836704077
216	0.06811563837
217	0.06796091569
218	0.06769364924
219	0.06742017116
220	0.0670860432
221	0.06670762099
222	0.0663322845
223	0.06615818439
224	0.06603636213
225	0.06583434204
226	0.06547945068
227	0.06516922959
228	0.06498187945
229	0.06460399236
230	0.06439287107
231	0.06428508697
232	0.06392428613
233	0.0636238515
234	0.06342192545
235	0.06316601376
236	0.06299892645
237	0.06282991944
238	0.06245729822
239	0.0620991061
240	0.06172532061
241	0.06155477224
242	0.06137861214
243	0.06105710286
244	0.06091368738
245	0.06066003486
246	0.06050371896
247	0.06034309918
248	0.06007551788
249	0.05984903827
250	0.0595716757
251	0.05944341206
252	0.05930163073
253	0.05913901853
254	0.05898198771
255	0.05878778586
256	0.0585080431
257	0.05833176376
258	0.05805269985
259	0.0577410811
260	0.05749772926
261	0.05732416155
262	0.05717308756
263	0.05691468506
264	0.05669880985
265	0.05651971418
266	0.05637982058
267	0.05614999824
268	0.0560013589
269	0.05584764174
270	0.05561464797
271	0.0553588706
272	0.05526282897
273	0.05513768234
274	0.05498215432
275	0.05485707735
276	0.05470741847
277	0.05458882223
278	0.05436989273
279	0.05413184013
280	0.05397853887
281	0.0536103522
282	0.05345187388
283	0.05322100134
284	0.05306890558
285	0.05289810824
286	0.0526717546
287	0.05248045668
288	0.05226351279
289	0.05213449863
290	0.0519603138
291	0.05181495191
292	0.05164958943
293	0.05153735394
294	0.05137340961
295	0.05119713439
296	0.05104630987
297	0.05093682075
298	0.05072282399
299	0.05061002018
300	0.05039011034
301	0.05026149833
302	0.05015440798
303	0.05004608568
304	0.0497602803
305	0.04956479759
306	0.04941561025
307	0.0492707258
308	0.0491549854
309	0.04906654649
310	0.04896597204
311	0.04882988379
312	0.04869969866
313	0.04859788536
314	0.04849155572
315	0.04836119156
316	0.04817275839
317	0.04803679978
318	0.04777289606
319	0.04754937333
320	0.04744755995
321	0.04731710108
322	0.04720332881
323	0.0471101418
324	0.0469981735
325	0.04691638433
326	0.04672583616
327	0.04650139022
328	0.04639368616
329	0.0463150181
330	0.04622847306
331	0.04611767035
332	0.04604009005
333	0.04592769517
334	0.04576777971
335	0.04556199271
336	0.04540316303
337	0.04525226102
338	0.04505715101
339	0.04496292797
340	0.04486969707
341	0.04477856737
342	0.04468793351
343	0.04454511981
344	0.04438821058
345	0.04429287909
346	0.0442293865
347	0.04402840316
348	0.04394449419
349	0.04381358979
350	0.04374404998
351	0.04361696677
352	0.04353689802
353	0.04346964261
354	0.04339789545
355	0.04331959314
356	0.04324289175
357	0.04317021054
358	0.04300854359
359	0.04288617999
360	0.04274325353
361	0.04266924004
362	0.04259744691
363	0.04248562139
364	0.04237203184
365	0.04229547541
366	0.04216700433
367	0.042096265
368	0.04199326784
369	0.04184869222
370	0.04177991544
371	0.04166123093
372	0.04160500104
373	0.04153922302
374	0.04143636783
375	0.04137266554
376	0.04123805059
377	0.04118454086
378	0.04113226239
379	0.04105084592
380	0.04094204053
381	0.04088391073
382	0.04082579543
383	0.04077156773
384	0.04064596794
385	0.0405509309
386	0.04049034363
387	0.04038034875
388	0.04033020914
389	0.04027998592
390	0.04015104416
391	0.04009917445
392	0.04004699464
393	0.039995966
394	0.039948405
395	0.03985643982
396	0.03976661428
397	0.03970743595
398	0.03965851353
399	0.0396094084
400	0.03956184095
401	0.03947405749
402	0.03936165585
403	0.0392777714
404	0.03923696813
405	0.03913395018
406	0.03906719174
407	0.03895926517
408	0.0389141412
409	0.03883281447
410	0.03875321217
411	0.03871232833
412	0.03862751222
413	0.03853179439
414	0.03844969356
415	0.03840691108
416	0.03836717028
417	0.03832873918
418	0.03824892033
419	0.03821113483
420	0.03813322878
421	0.03807711287
422	0.03803838351
423	0.03796669874
424	0.03785138886
425	0.03777970371
426	0.03769323055
427	0.03764063986
428	0.03760938102
429	0.03752243708
430	0.03746465314
431	0.03740112822
432	0.0373354521
433	0.03726622931
434	0.03720000133
435	0.03713560906
436	0.03707202176
437	0.03699810238
438	0.03692487177
439	0.03689120236
440	0.03680497424
441	0.03677005301
442	0.03670913066
443	0.03667681818
444	0.03664522398
445	0.03658464031
446	0.03655118536
447	0.03651993823
448	0.03647493858
449	0.03641644377
450	0.03638611125
451	0.03634259378
452	0.03629997882
453	0.03622683353
454	0.03617881675
455	0.03611292399
456	0.0360837502
457	0.03602841151
458	0.03596943283
459	0.03594102189
460	0.0359130091
461	0.03586083479
462	0.03579720629
463	0.03576708618
464	0.03570302752
465	0.03565673545
466	0.03562938032
467	0.03556810192
468	0.03551491406
469	0.03547036347
470	0.03542685567
471	0.03536410631
472	0.03530655886
473	0.0352639108
474	0.0352360824
475	0.03521016926
476	0.03514258126
477	0.0351157277
478	0.03507308356
479	0.03504658159
480	0.03500641591
481	0.03496127612
482	0.03492068236
483	0.03489597449
484	0.03484973981
485	0.03480317321
486	0.03475994349
487	0.03472794773
488	0.03470360539
489	0.03468073595
490	0.03465715576
491	0.03463376753
492	0.03459822577
493	0.03457363397
494	0.03453711831
495	0.03449258475
496	0.03446205144
497	0.03441221249
498	0.03438934219
499	0.03433206725
500	0.03430967084
501	0.03428741892
502	0.03424454431
503	0.03422257402
504	0.03419890069
505	0.03417632293
506	0.03413645887
507	0.03408952419
508	0.03406145586
509	0.0340401977
510	0.03401862262
511	0.03398740881
512	0.03396651021
513	0.03392634328
514	0.03389732142
515	0.03387325118
516	0.03385313878
517	0.03381266732
518	0.03377848584
519	0.03372449637
520	0.03370187484
521	0.03366851661
522	0.03363291127
523	0.03358919871
524	0.03355128135
525	0.03352064412
526	0.03347512829
527	0.03344316423
528	0.03342207177
529	0.03340163573
530	0.03337012154
531	0.03334199619
532	0.03332118709
533	0.03330241432
534	0.03326664588
535	0.03324715647
536	0.03322891292
537	0.03321085446
538	0.03319290751
539	0.03315773923
540	0.03310857063
541	0.03307399876
542	0.03303984732
543	0.03302049266
544	0.03297290015
545	0.03294046002
546	0.03292164065
547	0.03290470882
548	0.03287338726
549	0.03284300056
550	0.03280227766
551	0.0327767185
552	0.03274983444
553	0.03271004461
554	0.03268107092
555	0.03265322761
556	0.03263048192
557	0.03261294826
558	0.03259551835
559	0.0325790267
560	0.03256228209
561	0.03253875544
562	0.03252084835
563	0.03249171316
564	0.03247578811
565	0.03246060977
566	0.03243188577
567	0.03241630898
568	0.03240006281
569	0.03237830668
570	0.03235525226
571	0.03232532047
572	0.03229491528
573	0.0322796277
574	0.03225022733
575	0.03222931175
576	0.0322143727
577	0.0321993535
578	0.03216882261
579	0.0321545013
580	0.03213904179
581	0.03212395878
582	0.03210902165
583	0.03207832196
584	0.03206342929
585	0.03204246899
586	0.03202801518
587	0.03198891273
588	0.03196261351
589	0.03193542636
590	0.03191784844
591	0.03190457821
592	0.03187020809
593	0.03185711982
594	0.03184337079
595	0.03182058084
596	0.03179753921
597	0.03178396671
598	0.03177132318
599	0.03175058668
600	0.03172207781
601	0.0316856
602	0.03166731902
603	0.03163268307
604	0.03160256765
605	0.03157375353
606	0.03156171646
607	0.03154272229
608	0.03152313182
609	0.0315106171
610	0.03149890066
611	0.03147961571
612	0.03144494354
613	0.03143310023
614	0.03140382278
615	0.03138042792
616	0.03136190745
617	0.03134364681
618	0.03133146245
619	0.03131925502
620	0.03129130733
621	0.03127941289
622	0.03126732166
623	0.03125019545
624	0.03123328999
625	0.03120955746
626	0.03119781808
627	0.03118609741
628	0.03117474762
629	0.03114487805
630	0.03113346668
631	0.03111009854
632	0.03109883383
633	0.03107322358
634	0.03106181179
635	0.03105108488
636	0.03102590138
637	0.03101488321
638	0.0309992945
639	0.03097976874
640	0.0309643638
641	0.03095380089
642	0.03092319746
643	0.03090376397
644	0.03087792993
645	0.03084833698
646	0.03083846807
647	0.03082136666
648	0.03081110303
649	0.03080115349
650	0.03079107383
651	0.03077654045
652	0.03076765025
653	0.03073892511
654	0.03072134394
655	0.03070720571
656	0.03068900634
657	0.03066411696
658	0.03063968223
659	0.03062587512
660	0.03061658023
661	0.03059244474
662	0.03058434195
663	0.030556315
664	0.03053253047
665	0.03052415031
666	0.030514409
667	0.03050529694
668	0.03048465165
669	0.03047678256
670	0.03045414642
671	0.0304308497
672	0.03042203501
673	0.03039911641
674	0.03038392286
675	0.0303748405
676	0.03035826985
677	0.0303507505
678	0.03032848368
679	0.0303195417
680	0.0302934194
681	0.03028586694
682	0.03027582777
683	0.03025527174
684	0.03024761412
685	0.03023124154
686	0.03021722779
687	0.03020342449
688	0.03018965113
689	0.0301823871
690	0.03016395701
691	0.03014553674
692	0.03012023037
693	0.0301122361
694	0.03010257701
695	0.030094284
696	0.03008646211
697	0.03006866449
698	0.03005316827
699	0.03004133605
700	0.03002521827
701	0.03001371614
702	0.03000075999
703	0.02998572765
704	0.0299776806
705	0.02995329095
706	0.0299419566
707	0.02993092799
708	0.02991814418
709	0.02990710311
710	0.02988300585
711	0.02986826413
712	0.02985894837
713	0.02984060135
714	0.02982913416
715	0.02981096
716	0.0298032242
717	0.02979416934
718	0.02977904652
719	0.02977120475
720	0.02976370912
721	0.02975724919
722	0.02974376219
723	0.02972613197
724	0.02971274269
725	0.02969432026
726	0.02967855234
727	0.02966377676
728	0.02965665118
729	0.02964186776
730	0.02963478015
731	0.02962833526
732	0.02961119845
733	0.02959975344
734	0.02958174209
735	0.02957137054
736	0.02955733966
737	0.02955049107
738	0.02953596251
739	0.02952474329
740	0.02951465255
741	0.02950607914
742	0.02949062239
743	0.02947652327
744	0.02946001231
745	0.0294513392
746	0.02944007519
747	0.02942257271
748	0.02940874085
749	0.0293971317
750	0.02938181868
751	0.02936858765
752	0.02935378503
753	0.02934086042
754	0.02933303186
755	0.02932410826
756	0.02930907574
757	0.02929293794
758	0.02928568305
759	0.02927149265
760	0.02926199002
761	0.02924927214
762	0.02924115572
763	0.02923292352
764	0.02922608818
765	0.02921951043
766	0.02920793893
767	0.02919815691
768	0.02918260652
769	0.02917116137
770	0.02916048564
771	0.02914649381
772	0.02914069739
773	0.02912833506
774	0.02911458588
775	0.02910861383
776	0.02909581212
777	0.02908441622
778	0.02907799379
779	0.02906077693
780	0.02905458296
781	0.02904662284
782	0.02903914945
783	0.02903291588
784	0.02902674991
785	0.02902038042
786	0.02901441093
787	0.0290012341
788	0.02899587262
789	0.02899009881
790	0.02897537259
791	0.02896615864
792	0.02895892231
793	0.02895232312
794	0.02893819854
795	0.0289261321
796	0.02892030198
797	0.02890847874
798	0.02889548025
799	0.02888420356
800	0.02887726324
801	0.02886453517
802	0.02885905889
803	0.02885213144
804	0.02884725714
805	0.02884038284
806	0.02883564474
807	0.02883008167
808	0.02881884087
809	0.02880865774
810	0.02880294468
811	0.02879808347
812	0.02878114274
813	0.02877575477
814	0.02876470615
815	0.02875931423
816	0.02875402664
817	0.02874849705
818	0.02874305957
819	0.02873416979
820	0.02872841302
821	0.02872229029
822	0.02871135493
823	0.02869920176
824	0.02869352907
825	0.0286878865
826	0.02867778519
827	0.02866776541
828	0.02865533437
829	0.02864595061
830	0.02863929119
831	0.02862545906
832	0.0286124879
833	0.02860241099
834	0.02858959024
835	0.02858210409
836	0.02857039731
837	0.02856527566
838	0.02855879575
839	0.02854460736
840	0.02853918358
841	0.02852448185
842	0.02851526002
843	0.02850062709
844	0.02849434062
845	0.02848800378
846	0.02848055393
847	0.02846578805
848	0.02845465113
849	0.02844053633
850	0.02842682624
851	0.02842144767
852	0.02840709425
853	0.02839818804
854	0.02838933426
855	0.02838417927
856	0.02837914697
857	0.02836759787
858	0.02835734994
859	0.02835219477
860	0.02834109042
861	0.02833017667
862	0.02831574612
863	0.02831077903
864	0.02830559896
865	0.02829895365
866	0.02829194801
867	0.02828718831
868	0.0282822365
869	0.02827764693
870	0.02826646495
871	0.02825615491
872	0.02824327525
873	0.02823850296
874	0.02822570669
875	0.02821591666
876	0.02821119486
877	0.02820106761
878	0.02819485473
879	0.02818984508
880	0.0281793702
881	0.02817435074
882	0.02816428579
883	0.0281570657
884	0.02814886983
885	0.02814409664
886	0.02813417257
887	0.028124372
888	0.02811983714
889	0.02810696938
890	0.02810243878
891	0.0280981834
892	0.02808750649
893	0.02807535454
894	0.02806565963
895	0.02805625007
896	0.02805159038
897	0.02804168073
898	0.02803230892
899	0.02802375808
900	0.0280120198
901	0.0280041213
902	0.02799195694
903	0.02798200528
904	0.02797549259
905	0.02797091826
906	0.02796360355
907	0.02795615894
908	0.02794723504
909	0.02793946508
910	0.02793522147
911	0.02792801302
912	0.027923727
913	0.02791773468
914	0.02790958419
915	0.02789972925
916	0.02789433721
917	0.02788306347
918	0.02787864758
919	0.02786733753
920	0.02786027271
921	0.02785615393
922	0.02785164534
923	0.027847244
924	0.02783833205
925	0.02783387742
926	0.02782763351
927	0.02782199423
928	0.02781132222
929	0.0278071357
930	0.02779826766
931	0.0277896695
932	0.02777787823
933	0.0277708085
934	0.02775994487
935	0.02775312602
936	0.02774654814
937	0.02773625819
938	0.02772363143
939	0.02771473752
940	0.02770805535
941	0.02769852122
942	0.02769028928
943	0.0276838262
944	0.02767594239
945	0.0276649362
946	0.02765782262
947	0.0276486957
948	0.02764292575
949	0.02763705847
950	0.02763306055
951	0.02762661043
952	0.02762033577
953	0.02761621013
954	0.02760670436
955	0.02759880191
956	0.02759130045
957	0.02758296549
958	0.02757185808
959	0.0275648705
960	0.02756081029
961	0.02755521074
962	0.02754720202
963	0.02753990244
964	0.02753385152
965	0.02752435343
966	0.02751663923
967	0.02751083186
968	0.02750420041
969	0.0274986227
970	0.0274924979
971	0.02748314946
972	0.02747562581
973	0.02746664432
974	0.02745973308
975	0.0274537999
976	0.02744543623
977	0.02743884203
978	0.02743213449
979	0.02742535058
980	0.02741683083
981	0.02741001643
982	0.02740456835
983	0.02739812384
984	0.02739401616
985	0.02739049777
986	0.0273850072
987	0.02737582593
988	0.0273702437
989	0.02736639296
990	0.02736007189
991	0.02735615259
992	0.02735271815
993	0.02734750232
994	0.02734104535
995	0.02733751338
996	0.02732799478
997	0.02731739613
998	0.02731360869
999	0.02730791785
